1,2,17,26,29,34,40,42,47,49,51,55,58,60,67,69,73,77,78,79,89,92,99,102,103,104,117,118,119,120,123,125,130,132,134,135,140,142,151,157,158,159,168,169,171,184,198,202,204,208,213,214,218,222,226,232,233,235,236,242,243,259,260,261,263,266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,10,20,48,64,70,76,107,143,149,170,176,192,228,239,245,249,262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,7,9,14,15,16,18,21,23,24,25,27,28,30,33,35,36,45,46,50,56,57,68,72,74,75,81,82,83,90,95,100,106,108,110,116,124,126,133,136,137,139,144,153,155,160,161,163,172,177,179,183,189,191,195,196,197,205,215,216,225,227,229,234,238,247,252,253,255,264,265,268,269,270
3,11,22,31,38,39,43,54,59,62,63,66,80,84,86,88,93,109,113,121,122,131,141,146,147,150,152,154,156,164,166,167,182,185,186,190,194,199,200,206,209,220,221,223,224,230,231,246,251,267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,8,12,13,19,32,37,41,44,52,53,61,65,71,85,87,91,94,96,97,98,101,105,111,112,114,115,127,128,129,138,145,148,162,165,173,174,175,178,180,181,187,188,193,201,203,207,210,211,212,217,219,237,240,241,244,248,250,254,256,257,258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
