-0.92136,-0.83584,-0.75701,-0.93126,-0.45315,-0.75717,-0.92966,-0.78119,-0.9574,-0.91811,-0.14454,-0.96396,-0.96746,-0.93764,-0.17258,-0.30478,-0.79335,-0.75362,-0.75809,0.32621,-0.92961,-0.93216,-0.72089,-0.9264,-0.93295,-0.78082,-0.87529,-0.765,-0.13704,-0.28113
-0.86947,-0.79113,-0.70868,-0.87444,-0.4269,-0.70882,-0.87321,-0.73678,-0.89868,-0.85618,-0.13218,-0.90458,-0.90783,-0.88129,-0.15909,-0.29178,-0.74716,-0.70816,-0.70964,0.29497,-0.87414,-0.87513,-0.68433,-0.87081,-0.88091,-0.73646,-0.82468,-0.7167,-0.12504,-0.26924
-0.49917,-0.46007,-0.40492,-0.49406,-0.25218,-0.40499,-0.4919,-0.41333,-0.50838,-0.50415,-0.079781,-0.51528,-0.5196,-0.4917,-0.094607,-0.16113,-0.42131,-0.4001,-0.40538,0.18909,-0.4864,-0.49524,-0.3764,-0.48683,-0.50731,-0.41309,-0.47705,-0.40749,-0.075822,-0.14845
-0.86127,-0.78436,-0.70024,-0.86544,-0.42306,-0.70038,-0.86429,-0.73011,-0.88938,-0.84627,-0.12992,-0.89514,-0.89833,-0.87244,-0.1566,-0.29017,-0.7402,-0.70073,-0.70119,0.28903,-0.86545,-0.86609,-0.67871,-0.86209,-0.87261,-0.72981,-0.81694,-0.70864,-0.12287,-0.26775
-0.21502,-0.20219,-0.15919,-0.18585,-0.10913,-0.15918,-0.18392,-0.15972,-0.19321,-0.2041,-0.032241,-0.19883,-0.20261,-0.18087,-0.038947,-0.068457,-0.16357,-0.15053,-0.15913,0.089788,-0.17747,-0.18688,-0.14133,-0.17914,-0.2172,-0.15961,-0.20852,-0.15461,-0.030428,-0.062413
-0.50305,-0.44673,-0.41757,-0.51797,-0.24252,-0.4177,-0.51818,-0.435,-0.53281,-0.49952,-0.078655,-0.5337,-0.53362,-0.52669,-0.093698,-0.16859,-0.441,-0.4214,-0.41844,0.166,-0.52301,-0.51787,-0.40404,-0.51927,-0.50659,-0.43482,-0.47679,-0.42697,-0.074641,-0.15581
-0.87545,-0.79451,-0.71933,-0.88653,-0.43134,-0.71948,-0.88508,-0.74391,-0.91071,-0.87128,-0.13643,-0.91674,-0.92,-0.89262,-0.16286,-0.29093,-0.75511,-0.71678,-0.72033,0.3088,-0.88523,-0.88734,-0.68832,-0.88215,-0.88701,-0.74358,-0.83136,-0.72681,-0.12939,-0.26824
-0.57152,-0.52206,-0.46975,-0.57675,-0.28561,-0.46986,-0.57515,-0.48153,-0.59321,-0.57861,-0.091874,-0.59889,-0.60218,-0.57794,-0.10872,-0.18576,-0.49029,-0.46742,-0.47048,0.21043,-0.5725,-0.57764,-0.44006,-0.57157,-0.57936,-0.48127,-0.54549,-0.47582,-0.087367,-0.17133
-0.84988,-0.769,-0.69251,-0.84953,-0.42074,-0.69267,-0.84732,-0.71269,-0.87477,-0.85118,-0.13427,-0.88271,-0.88726,-0.85277,-0.15984,-0.27797,-0.72518,-0.69004,-0.6936,0.30493,-0.84459,-0.85075,-0.65267,-0.84256,-0.8591,-0.71231,-0.81067,-0.70179,-0.12744,-0.25635
-0.8503,-0.76948,-0.69284,-0.84993,-0.42099,-0.693,-0.84772,-0.713,-0.87515,-0.85157,-0.13432,-0.88312,-0.88768,-0.85313,-0.1599,-0.27812,-0.7255,-0.69029,-0.69393,0.30517,-0.84494,-0.85116,-0.65298,-0.84293,-0.85957,-0.71263,-0.81106,-0.70204,-0.12747,-0.25648
0.1937,0.17191,0.1613,0.20313,0.095842,0.16134,0.20308,0.17039,0.20755,0.19481,0.027975,0.20819,0.20845,0.20516,0.034492,0.066064,0.17247,0.16363,0.16157,-0.060826,0.20401,0.20316,0.15969,0.20311,0.19688,0.17033,0.18218,0.16475,0.026265,0.06111
-0.86559,-0.78508,-0.70942,-0.87276,-0.42817,-0.70958,-0.87088,-0.73111,-0.89709,-0.86568,-0.136,-0.90417,-0.90812,-0.87688,-0.16212,-0.28514,-0.74308,-0.70602,-0.71045,0.30948,-0.86912,-0.87381,-0.67271,-0.86683,-0.87637,-0.73075,-0.82402,-0.71719,-0.12902,-0.26285
-0.87292,-0.79334,-0.71489,-0.88083,-0.42991,-0.71503,-0.87938,-0.74034,-0.90473,-0.86465,-0.13485,-0.91086,-0.91422,-0.88667,-0.16128,-0.29112,-0.75119,-0.71183,-0.71582,0.30731,-0.87937,-0.88163,-0.68587,-0.87642,-0.88468,-0.74001,-0.82846,-0.72137,-0.12782,-0.26837
-0.76894,-0.69239,-0.63736,-0.78675,-0.37812,-0.63756,-0.78588,-0.65785,-0.80959,-0.77577,-0.12322,-0.81396,-0.81595,-0.79457,-0.14587,-0.25269,-0.66884,-0.63959,-0.63864,0.27026,-0.78803,-0.78726,-0.60404,-0.78444,-0.77634,-0.65752,-0.73249,-0.65034,-0.11715,-0.23336
0.15521,0.13936,0.12598,0.15513,0.076809,0.126,0.15475,0.13028,0.15932,0.15363,0.023266,0.16077,0.16164,0.15554,0.028635,0.051482,0.13228,0.12547,0.12613,-0.052702,0.15418,0.15534,0.12056,0.1539,0.15718,0.13022,0.14778,0.12712,0.021836,0.047653
0.13228,0.11938,0.10457,0.12652,0.065325,0.10458,0.12597,0.10672,0.13053,0.12867,0.020039,0.13239,0.13357,0.12609,0.024727,0.043097,0.1086,0.10277,0.10465,-0.046809,0.12466,0.12682,0.097791,0.1247,0.13349,0.10666,0.12692,0.10454,0.018783,0.03991
-0.51579,-0.45738,-0.42964,-0.5341,-0.24845,-0.42978,-0.53446,-0.44817,-0.54909,-0.51313,-0.080654,-0.54963,-0.54929,-0.54355,-0.096063,-0.17319,-0.45421,-0.43431,-0.43056,0.16899,-0.53994,-0.53393,-0.41688,-0.53592,-0.51952,-0.44799,-0.4884,-0.43983,-0.076546,-0.16012
-0.50599,-0.46595,-0.41104,-0.50184,-0.25535,-0.41111,-0.49972,-0.41973,-0.51637,-0.51122,-0.080944,-0.52316,-0.52739,-0.49979,-0.095958,-0.16343,-0.42779,-0.40643,-0.41152,0.19118,-0.49447,-0.50299,-0.38233,-0.49478,-0.51411,-0.41949,-0.48353,-0.41394,-0.076933,-0.15058
-0.4488,-0.41519,-0.36121,-0.44031,-0.22807,-0.36126,-0.43803,-0.36908,-0.45263,-0.45158,-0.070652,-0.45965,-0.46418,-0.43642,-0.084117,-0.14529,-0.37612,-0.35573,-0.3615,0.17097,-0.43153,-0.44154,-0.33668,-0.43258,-0.45722,-0.36886,-0.42825,-0.36184,-0.067071,-0.13374
0.44917,0.3993,0.36133,0.45263,0.21836,0.36141,0.45292,0.38569,0.46475,0.42906,0.06174,0.46615,0.46683,0.45977,0.076155,0.15733,0.38927,0.36856,0.36188,-0.12257,0.45707,0.45248,0.3658,0.45405,0.45476,0.38558,0.42055,0.36938,0.058039,0.14558
-0.78889,-0.71015,-0.65249,-0.80482,-0.3879,-0.65268,-0.80384,-0.67347,-0.82839,-0.79491,-0.12619,-0.83312,-0.83534,-0.81253,-0.14948,-0.25919,-0.68477,-0.65455,-0.65378,0.27726,-0.80572,-0.80539,-0.61822,-0.80213,-0.79636,-0.67313,-0.75159,-0.66555,-0.11996,-0.23934
-0.87353,-0.79615,-0.70798,-0.86992,-0.43135,-0.7081,-0.86789,-0.73306,-0.89395,-0.86102,-0.13359,-0.90156,-0.90604,-0.87327,-0.16029,-0.29104,-0.74412,-0.70263,-0.70877,0.31054,-0.86548,-0.87104,-0.67776,-0.86343,-0.88542,-0.73273,-0.8296,-0.71213,-0.12649,-0.2681
-0.51272,-0.45481,-0.42673,-0.5302,-0.24702,-0.42686,-0.53052,-0.44498,-0.54516,-0.50985,-0.080174,-0.54578,-0.5455,-0.53947,-0.095495,-0.17208,-0.45102,-0.43119,-0.42763,0.16828,-0.53584,-0.53005,-0.41377,-0.53189,-0.5164,-0.4448,-0.4856,-0.43673,-0.076088,-0.15908
-0.85084,-0.77008,-0.69327,-0.85047,-0.42131,-0.69343,-0.84825,-0.71342,-0.87566,-0.85206,-0.13437,-0.88365,-0.88823,-0.85361,-0.15998,-0.27832,-0.72591,-0.69063,-0.69435,0.30546,-0.84542,-0.8517,-0.6534,-0.84343,-0.86017,-0.71304,-0.81156,-0.70237,-0.12752,-0.25665
-0.91699,-0.83238,-0.75245,-0.92559,-0.45129,-0.75261,-0.92394,-0.7767,-0.95157,-0.91302,-0.14359,-0.95825,-0.96186,-0.93165,-0.17148,-0.30348,-0.78879,-0.74886,-0.75351,0.32491,-0.92363,-0.92651,-0.71668,-0.92055,-0.92859,-0.77634,-0.87126,-0.76012,-0.13613,-0.27989
-0.77491,-0.69767,-0.64195,-0.79227,-0.38102,-0.64215,-0.79137,-0.6626,-0.81532,-0.78151,-0.12411,-0.81979,-0.82183,-0.80008,-0.14696,-0.25464,-0.67368,-0.64416,-0.64323,0.27231,-0.79347,-0.79279,-0.60837,-0.78987,-0.78232,-0.66227,-0.73819,-0.65498,-0.118,-0.23516
-0.92546,-0.8385,-0.76161,-0.93663,-0.45434,-0.76178,-0.93508,-0.78547,-0.96283,-0.9224,-0.14533,-0.96919,-0.97256,-0.94342,-0.1736,-0.30605,-0.79759,-0.75834,-0.76271,0.32684,-0.93541,-0.9375,-0.72562,-0.93199,-0.93712,-0.7851,-0.8785,-0.76973,-0.13776,-0.28239
-0.45371,-0.41622,-0.36886,-0.45396,-0.22882,-0.36891,-0.45223,-0.38012,-0.46552,-0.45639,-0.070472,-0.47105,-0.47454,-0.45219,-0.084137,-0.14905,-0.38658,-0.36576,-0.36922,0.16674,-0.4479,-0.4549,-0.34976,-0.44817,-0.46219,-0.37993,-0.4309,-0.37095,-0.066853,-0.1373
0.12613,0.11391,0.09882,0.11893,0.06221,0.098831,0.11835,0.1005,0.12289,0.12193,0.019122,0.12483,0.12608,0.11832,0.023625,0.040897,0.10234,0.096752,0.098891,-0.045038,0.11687,0.11925,0.091836,0.11698,0.12713,0.10045,0.12126,0.098534,0.017913,0.03788
0.0064238,-0.0029644,0.0069051,0.010696,-0.0016198,0.0069324,0.011403,0.010196,0.011674,0.0034447,0.00071609,0.010011,0.0088131,0.014641,0.0011524,0.0033861,0.0096782,0.011602,0.0070877,0.010269,0.014968,0.010327,0.012538,0.013353,0.0044065,0.010211,0.0042207,0.010723,0.00061831,0.0037763
